"beer_id","date","rating","text","user_location","user_name"
4470,"2017-02-01",3.7,"Bottle 330 ml, trade with Werckmeister. Shared with JFK10000. Pours amber, off white head. Malty, caramel, dried fruit, raisins, warming, quite sweet, toasted. Full bodied.","CROATIA","Iznogud"
4470,"2017-01-14",3.5,"33cl bottle. Pours dark orange golden colour with a small beige head. Aroma of intense ripe fruits, wood, glue, alcohol. Taste of strong riped malt, red fruits, wood, vanilla, alcohol.","P´Castle, GERMANY","Beerhunter111"
4470,"2017-01-14",3.1,"Süß malziger Antrunk, getreidig, Steigende Süße, das Malzig bleibt konstant und damit auf hohem Level. Süffig, weich, gleichzeitig aber auch alkoholisch. Okay. 9/8/9/7/9/9","Köln (Cologne), GERMANY","Koelschtrinker"
4470,"2016-11-03",3.7,"Bottle, pours ruby brown with a light beige head. Malty, elderberries, dark bread, woody notes, raisins, unripe plums, dark cherries, cinnamon. Sweet, moderate bitterness, oily, full body, somewhat boozy. Nice.","NETHERLANDS","MonsterMagnet"
4470,"2016-10-27",3.4,"21st October 2016Bright clear deep amber beer, tidy pale tan head. Palate is airy, semi dry and has reasonable fine carbonation. Toffee malts, quite light. Mild brandy, touch of spice. Decent generic fruits. Light spicy finish. Handles its abv well and is quite drinkable.",", Essex, ENGLAND","madmitch76"
4470,"2016-07-28",3.9,"33cl bottle at home. Pale dark amber with a small off-white head. Full body with low carbonation. Quite sweet with subtle bitter tones. Malts, caramel, ripe fruits and warming alcohol. Nice one.","Amersfoort, NETHERLANDS","DwarfeD"
4470,"2016-06-23",3.7,"(Brew Age Eisknacker) Bottle 330 ml at home, served into a snifter, ABV 12.2%
Deep red to amber colour on the body, with a small beige head on top, good density, average retention.
Aroma of caramel, red fruits, sugars, alcohol, vanilla, raisins.
Taste is sweet and boozy, with caramel, red fruits, vanilla, marmalade, some plums, sugars.
Medium thick body with good carbonation.
Pretty good.","Arnhem, NETHERLANDS","Christos"
4470,"2016-05-19",3.5,"Bottle. Dark brown color. Malt and Candied fruit in the aroma. Malty very sweet flavor with citrus, raisin. Alcohol hidden by the intense sweetness. Pleasant dessert beer.","La Tropica, NETHERLANDS","bierkoning"
4470,"2016-05-01",4.2,"Great dark color, no head. some fruits, plums, raisins, quite nice smell. smells rather fresh for an eisbock. full body, soft carbonation, slick mouthfeel. tastes of dried fruits, nice balanced barely wine.","Budapest, HUNGARY","SeniorZozo"
4470,"2016-04-30",3.8,"Tap at Craft Bier Fest Wien. aroma of dried fruits, caramel. Taste, caramel, drieid fruits, candies, honey. Warming alcohol. Very good.","Bratislava, SLOVAK REPUBLIC","Cuso"
4470,"2016-04-29",3.9,"Tap at Craft Bier Fest Wien. Lots of dried fruits and caramel, slightly less complex than I would like to be honest. Lots of sweetness and warming alcohol. Quite good, but not the star of the show.","Bratislava, SLOVAK REPUBLIC","Gurthnar"
4470,"2016-04-11",3.6,"Bottle at Craft Bier Fest Linz: Brown color, yellowish/light brownish low head. Aroma is malty, nutty, sweet, some roastiness, alcohol, some cacao. Flavor is malty, sweet, medium alcoholic, notes of caramel, nuts. Was expecting more, maybe some aging would help?","Linz, AUSTRIA","Geiserich"
4470,"2016-04-11",3.7,"Bottle. Dark brown body with white head. Aroma is nice malty caramel with some almonds. Taste is caramel, wine and raisins. Aftertaste is sweet and some alcohol with nearly no bitterness. I think this needs some aging.","Linz, AUSTRIA","Sebilinz"
4470,"2016-04-05",4.0,"330 ml bottle at 12.2% ABV, bottled 01.03.2016, courtesy of Werkmeister, thanks!
Dark copper, clear body, with a small, creamy, beige head.
Aroma of dried fruits, caramel, marzipan, cocoa, alcohol.
Tastes of almonds and other nuts, dried fruits, berries, caramel, cocoa, some tobacco, booze.
Medium, oily mouthfeel, with a moderate carbonation.
Finishes boozy, sweet, moderate roasty, a bit dry, with nuts, cocoa, some tobacco.

Tasty. Boozy and heavy, with lots of lovely sweet layers, but well balanced, never too sweet. Liked this much better than the Nussknacker, complex and really smooth to drink.","Vienna Woods, AUSTRIA","Saeglopur"
4470,"2016-03-11",3.8,"0,33l bottle at home shared by a friend, big thanks. Bottled 01.03.2016. BB 25.11.2018. dark brown color, small tan head. smells of marzipan, nutty, spices, some fruits, plums, raisins, quite nice smell. smells rather fresh for an eisbock. full body, soft carbonation, slick mouthfeel. tastes of dried fruits, plums, raisins, quite a lot of marzipan, nutty, quite creamy, some sweetness, alcohol only lightly noticeable, overall quite good stuff, a bit alcoholic but not disturbing. nice one.","Vienna, AUSTRIA","Werckmeister"
